رقم التسجيل,اسم العلامة عربي,اسم العلامة انجليزي,حالة العلامة,نوع العلامة من حيث الوصف,نوع العلامة,الفئة,اسم المالك بالعربي,اسم المالك بالانجليزي,تاريخ تسجيل العلامة,الجنسية,تاريخ بداية الحماية,وصف العلامة,تاريخ نهاية الحماية,تاريخ النشر
1444016953,دالم,DALM,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,صالون دلال عوده وصل الله الظاهري النسائية,-,2/23/2023 15:34,المملكة العربية السعودية ,12/3/2022 22:24,كلمة دالم بحروف عربية ولاتينية بشكل مميز باللون الاسود ,8/16/2032 22:24,12/18/2022 14:38
1444029662,-,BRENT SOUR,علامة مسجلة,لفظية,علامة تجارية ,فئة36,-,Argus Media Limited ,7/4/2023 23:50,المملكة المتحدة,3/8/2023 11:36,عبارة برينت ساور مكتوبة بأحرف لاتينية عادية,11/19/2032 11:36,4/14/2023 15:22
1445000493,كلينسو,CLENSO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 3,-,BASHEER KUNHI PARAMBATH,11/15/2023 10:04,الهند,7/20/2023 17:32,"كلمة كلينسو بحروف لاتينية باللون الأبيض محددة باللون الأزرق الغامق والفاتح والرمادي ورسم قوسين باللون الأزرق الفاتح والغامق ورسم نجمتين باللون الأزرق الغامق والفاتح، وفي الأسفل كلمة كلينسو بحروف عربية باللون الأبيض محددة باللون الأزرق الغامق والفاتح والرمادي ورسم قوسين باللون الأزرق الفاتح والغامق ورسم نجمتين باللون الأزرق الغامق والفاتح",4/2/2033 17:32,8/17/2023 10:50
1444043897,-,IZOGOLD,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة19,مصنع شركة ايزوماكس للصناعات المحدودة,-,11/20/2023 18:21,المملكة العربية السعودية ,6/24/2023 14:14, بطاقة باللون الاسود مكتوب عليها بحروف لاتينية كلمة ايزوقولد باللون الفضي,3/7/2033 14:14,9/7/2023 14:12
1444017501,-,Link HR Smart Solutions System,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,شركة نوافذ الخليج لتقنية المعلومات,-,3/24/2023 0:44,المملكة العربية السعودية ,12/7/2022 17:23,كلمة لينك بالازرق تحتها عبارة  اتش ار سمارت سوليوشنز سيستيم بحروف لاتينية باللون الازرق.,8/20/2032 17:23,1/2/2023 23:40
1444032380,-,BERTONE GB110,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة12,-,BERTONE S.A.,10/30/2023 11:49,لوكسمبورغ,3/28/2023 15:15,كلمة بيرتون بحروف لاتينية مميزة أسفلها عبارة جي بي 110 بحروف وأرقام لاتينية مميزة متصلة بشكل خاص,12/9/2032 15:15,8/21/2023 16:05
1444045064,إراث,ERATH,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة20,بدور منور حمد الظبي,-,11/6/2023 16:54,المملكة العربية السعودية ,7/7/2023 10:19,"بطاقة باللون الأبيض تحتوي على العلامة التجارية إراث ، مكتوبة بالحروف العربية إراث و أسفله بالحروف اللاتينية إراث ، و تنطق باللغة العربية إراث و باللغة اللاتينية إيراث ، مكتوبة باللون الأسود باستخدام خط مميز ، و يعلو العلامة اللفظية شكل هندسي و داخلة ثلاثة مثلثات ، تم تكرار الشكل أربع مرات بشكل مائل .",3/20/2033 10:19,8/21/2023 17:25
1444024840,-,Konafetto,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,-,"Dochirnie pidpryiemstvo ""Kondyterska korporatsiia ""Roshen""",4/30/2023 1:04,أوكرانيا,1/30/2023 14:39,كلمة كونافيتو مكتوبة بشكل خاص بحروف لاتينية باللون والأسود,10/13/2032 14:39,2/13/2023 15:30
1444024077,رواق العقارية,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,شركة رواق التطوير العقارية شركة شخص واحد,-,4/10/2023 21:14,المملكة العربية السعودية ,1/24/2023 13:52,كلمتي رواق العقارية بحروف عربية كتبت  بشكل مميز باللون الاسود. داخل مستطيل غير مكتمل من الأطراف ,10/7/2032 13:52,2/6/2023 9:19
1444027417, درايف ون,DRIVE ONE 1,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 4,مؤسسة الزيت الصافي التجارية,-,5/10/2023 15:39,المملكة العربية السعودية ,2/19/2023 14:35,عبارة درايف ون بالعربية أسفلها اطار مستطيل باللون االأخضر جانبه الأيمن العلوي منحني وبه منحنى ذهبي بداخل الاطار عبارة درايف ون باللاتينية وعلى يسارها رقم 1 باللاتينية باللون الأخضر وبينهما قطرة باللون الذهبي.,11/2/2032 14:35,3/2/2023 19:35
1444036659,-,B e t Burger every time,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة الثقافة الغذائية المحدودة (شركة شخص واحد),-,8/4/2023 20:39,المملكة العربية السعودية ,5/6/2023 18:27,الحروف اللاتينية بي اي تي بشكل مميز باللون الاحمر وبعدها عبارة برقر ايفري تايم باللون الاصفر,1/17/2033 18:27,5/21/2023 18:50
1444025380,كوراليوم,-,علامة مسجلة,لفظية,علامة تجارية ,فئة44,شركة حفظ للملكية الفكرية (شركة شخص واحد ذات مسؤولية محدودة),-,5/12/2023 5:34,المملكة العربية السعودية ,2/2/2023 16:46,كلمة كوراليوم بحروف عربية,10/16/2032 16:46,2/26/2023 19:05
1444006992,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة41,شركة الزيت العربية السعودية,-,1/1/2023 11:19,المملكة العربية السعودية ,9/15/2022 14:45,صندوق باللونين الأزرق و الأخضر يحتوي على شكل يشبه النجمة باللون الأبيض,5/28/2032 14:45,10/2/2022 20:42
1444044735,-,BERDAN MARDINI ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,-,MARDINI KOZMETIK SANAYI VE TICARET LIMITED SIRKETI,10/18/2023 16:50,تركيا,7/5/2023 13:54,تتكون العلامة من الكلمات بيردان مارديني المكتوبة بأحرف لاتينية باللون الاسود بنوع خط مميز,3/18/2033 13:54,8/6/2023 10:47
1444019579,-,MARTINI CIOCCOLATO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,-,Unigra S.r.l. ,3/19/2023 12:24,إيطاليا,12/22/2022 11:53,كلمتا مارتيني تشوكولاتو بحروف لاتينية مميزة على خلفية بطاقة مربعة بالألوان البني والأخضر والأبيض,9/4/2032 11:53,1/1/2023 11:21
1445000972,-,XABEKTIV,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Boehringer Ingelheim International GmbH ,11/20/2023 15:56,ألمانيا,7/25/2023 8:46,كلمة اكسابيكتيف بحروف لاتينية باللون الأسود وبخط عريض ,4/7/2033 8:46,9/10/2023 12:12
1444022951,-,CMX Mining & Metals Exchangs,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,مجموعة عجلان واخوانه القابضة,-,4/17/2023 18:14,المملكة العربية السعودية ,1/17/2023 8:56,الحروف اللاتينية سي ام اكس وعلى جانبي حرف الاكس لما يشبه شريط باللون الازرق والذهبي وأسفلها عبارة مينينغ اند ميتلز اكستشينج بحروف لاتينية  باللون الاسود ,9/29/2032 8:56,2/13/2023 9:24
1444041460,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة29,-,CHI FOREST TECHNOLOGY (SINGAPORE) PTE. LTD.,11/14/2023 0:05,سنغافورة,6/7/2023 12:34,شكل زخرفي يشبه الحروف الصينية باللونين الابيض والاسود,2/18/2033 12:34,8/21/2023 23:15
1445001180,-,BLUE STAR,علامة مسجلة,لفظية,علامة تجارية ,فئة11,-,Blue Star Limited,10/16/2023 19:44,الهند,7/26/2023 11:50,كلمات بلو ستار مكتوبة بحروف لاتينية باللون الأسود,4/8/2033 11:50,8/13/2023 15:32
1444018150, بخاريز بخاري مدخن ,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة درر الطعام لتقديم الوجبات,-,3/20/2023 0:19,المملكة العربية السعودية ,12/12/2022 21:22,عباره  بخاري مدخن  بحروف عربيه وعلى جانبيه رسم ثلاث نقاط باحجام مختلفه يعلوهم كلمه بخاريز بحروف عربيه يعلوه رسم هندسي مميز يتوسطه طبق يعلوه رسم فخذ دجاج بشكل مميز والعلامه ككل الاحمر الغامق والبرتقالي على خلفيه باللون الابيض ,8/25/2032 21:22,1/18/2023 17:44
1444013780,-,Tranche,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة طيبات الديرة لتقديم المشروبات,-,3/22/2023 14:55,المملكة العربية السعودية ,11/9/2022 7:40, سيخ شاورما باللون العنابي منتهي بمزاز عصائر باللون الاسود.. ومرتبط به من الأعلى ورقتي شجر صغيرة  المزاز والوسط يحتوي على سكين باللون الفضي تحتوي بالوسط على  مستطيل باللون الرمادي به  كلمة ترانش  بالحروف  اللاتينية باللون الأبيض  وبمقبض  السكين باللون الاسود وخلفية الشعار بالكامل باللون الرمادي المتدرج المحتوي على أعمدة غير مستاوية باللون البني ,7/23/2032 7:40,12/29/2022 8:50
1444039292,-,XR,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,-,ESSILOR INTERNATIONAL,10/22/2023 19:19,فرنسا,5/24/2023 12:46,الأحرف اللاتينية اكس آر بشكل مميز بتدرجات اللونيين الأزرق و الوردي. ,2/4/2033 12:46,8/17/2023 13:30
1444034773, سليب دكتور,sleep doctor,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة20,مؤسسة طبيب النوم للاثاث,-,8/1/2023 15:13,المملكة العربية السعودية ,4/15/2023 19:41,عباره  سليب دكتور بحروف عربيه ولاتينيه بشكل مميز باللون الابيض على خلفيه باللون الازرق ,12/27/2032 19:41,5/16/2023 18:30
1444036161,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة41,-,"Bad Robot IP, LLC",8/6/2023 15:09,الولايات المتحدة الأمريكية,5/2/2023 10:21,صورة لرجل آلي واقف باللون الأحمر و الرمادي و الأصفر و الأسود,1/13/2033 10:21,5/24/2023 11:47
1444012114,كرانشستر,Crunchester,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,عبدالله بوبكر بركات للتجارة,-,1/26/2023 20:34,المملكة العربية السعودية ,10/26/2022 14:16,عبارة عن نصف شطيرة برجر نحتوي بداخلها كلمة كرانشستر,7/9/2032 14:16,11/1/2022 17:18
1444034938,-,IMPRINTU,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,"LG H&H Co., LTD.",7/18/2023 21:10,كوريا الجنوبية,4/17/2023 13:12,كلمة إمبرينتو بحروف لاتينية,12/29/2032 13:12,5/7/2023 10:25
1444040269,كاشف,C CASHIF ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة12,مؤسسة كاشف التجارية,-,10/16/2023 3:39,المملكة العربية السعودية ,5/30/2023 20:08,حرف سي بشكل مميز باللون الذهبي واسفله كلمة كاشف بالعربي واللاتيني ياللون الذهبي والخلفية باللون الزيتي,2/10/2033 20:08,8/10/2023 16:30
1444017086,-,ALJOHARA CHOCOLATE AND PASTRIES,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,مؤسسة ريما عبدالله محمد الرشيد للحلويات,-,3/7/2023 17:19,المملكة العربية السعودية ,12/4/2022 15:30,بطاقة باللون البني بداخلها كلمة الجوهرة بحروف لاتينية مميزة حيث يتخلل الحرف جيه رسم غصن وأوراق شجر أسفلها عبارة تشوكليت أند بيستريز بحروف لاتينيةباللون الأبيض,8/17/2032 15:30,12/18/2022 16:44
1445001096,-,LIFELAB Your Path to Wellbeing,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة41,نادي ساره حكمت محمد السعدون الرياضي,-,12/24/2023 13:09,المملكة العربية السعودية ,7/25/2023 19:48,رسمة شجرة بداخل دائرة باللون الذهبي على خليفة خضراء غامقة ومكتوب تحتها باللغة الاتينية بخط عريض ولون ابيض لايف لاب واسفلها مكتوب باللون الذهبي وخط صغير يور باث تو ويلبينغ ,4/7/2033 19:48,10/19/2023 14:32
1444033966,الدانة من روشن,ALDANAH,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,شركة روشن العقارية شركة شخص واحد مساهمة مقفلة,-,7/4/2023 16:40,المملكة العربية السعودية ,4/9/2023 16:09,كلمة الدانة بحروف لاتينية بخط مميز ومقابلها كلمة الدانة بحروف عربية فوق عبارة من روشن بحروف عربية باللون الأزرق. وفوق هذه الكلمات شكل مميز للشمس باللون الأخضر والبرتقالي مع خطوط ملونة متعددة تخرج من المبنى باللون الأخضر والأحمر والأصفر والبنفسجي.,12/21/2032 16:09,4/27/2023 1:52
1444023579,-,TONY Travel giants,علامة مسجلة,لفظية,علامة تجارية ,فئة18,مؤسسة عمالقة السفر التجارية,-,4/5/2023 0:54,المملكة العربية السعودية ,1/21/2023 14:03,عبارة عن كلمة توني مكتوبة بحروف لاتينية باللون الأسود بخط عريض أسفلها ترافل جاينتس بحروف لاتينية باللون الأسود بخط صغير ,10/3/2032 14:03,2/1/2023 23:01
1444038324,-,Idee Art SINCE 1987,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة20,شركة جماليات الفكرة للتجارة شركة شخص واحد,-,8/17/2023 15:29,المملكة العربية السعودية ,5/17/2023 20:15,عبارة ايدي ارت باللغة اللاتينية متدخلان مع بعضهما بطريقة مميزة باللون الاسود والذهبي اسفلها عبارة سينس 1987 بحروف و أرقام باللغة اللاتينية باللون الاسود.,1/28/2033 20:15,6/17/2023 11:55
1444017641,-,blink,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,-,"Amazon Technologies, Inc.",3/23/2023 11:34,الولايات المتحدة الأمريكية,12/8/2022 14:56,كلمة بلينك مكتوبة بأحرف لاتينية صغيرة منضدة وأسفل الكلمة شكل سهم على شكل ابتسامة متجه من الحرف بي الي الحرف كيه.,8/21/2032 14:56,1/8/2023 10:12
1444028706,-,HELIOTROPE,علامة مسجلة,لفظية,علامة تجارية ,فئة 4,-,BREMA France,6/26/2023 22:04,فرنسا,3/1/2023 10:39,تتكون العلامة من الكلمة اللاتينية منطوقها العربي هيليوتروبي كتبت بحروف لاتينية كبيرة باللون الأسود,11/12/2032 10:39,4/4/2023 11:45
1444031657,-,CASHFUR,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,LORO PIANA S.p.A.,10/16/2023 14:29,إيطاليا,3/23/2023 13:34,كلمة كاشفور بحروف لاتينية,12/4/2032 13:34,8/10/2023 11:05
1444038696,أصل الحلا,original sweet,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,مؤسسة أصل الحلا للحلويات و المكسرات,-,11/20/2023 16:42,المملكة العربية السعودية ,5/21/2023 13:50,رمزية تمثل شكل الكريمة بعدة ألوان الوردي والأخضر والبنفسجي يعتليها شكل قلب مع كتابة عبارة أصل الحلا باللغة العربية وعبارة أورجنال سويت باللغة اللاتينية  باللون الرصاصي والجميع بخلفية بيضاء.,2/1/2033 13:50,8/31/2023 13:55
1444032623,-,R,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,بوفية جوس رفيف للوجبات السريعة,-,6/29/2023 18:35,المملكة العربية السعودية ,3/30/2023 0:57,حرف ار اللاتيني باللون الاخضر يتوسطه خط باللون الاصفر بشكل مميز .,12/11/2032 0:57,4/7/2023 22:49
1444040495,-,Naya at District One,علامة مسجلة,لفظية,علامة تجارية ,فئة37,مجموعة ميدان (ش.ذ.م.م),-,10/1/2023 20:25,الإمارات العربية المتحدة,6/1/2023 9:53,عبارة نايا آت ديستريكت ون بحروف لاتينية باللون الأسود,2/12/2033 9:53,7/12/2023 9:57
1444032946,-,SAFRESCO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة31,-,"CITRICO GLOBAL, S.L.",12/11/2023 11:16,إسبانيا,4/2/2023 14:38,كلمة سافرسكو كتبت بحروف لاتينية كبيرة و مميزة باللون الاصفر ماعدا الحرفين سي كتب باللون الأخضر و الحرف اوه باللونين الأخضر و والاصفر العلامة ككل باللونين الاصفر و الأخضر,12/14/2032 14:38,9/19/2023 12:27
1444035907,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة24, ام بي سي اي بي منطقة حرة ذ. م. م,-,7/19/2023 17:34,الإمارات العربية المتحدة,4/30/2023 15:46,رسم مميز لشخصية كرتونية لشاب يرتدي نظارة ولباس مميز لما يشبه لباس الموسيقار والعلامة بالألوان الأبيض والاسود,1/11/2033 15:46,5/18/2023 22:39
1444043276,-,MicroSafe,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,مايكروسيف قروب (دبي للسلع),-,11/2/2023 14:24,الإمارات العربية المتحدة,6/20/2023 9:29,عبارة مايكروسيف كتبت بحروف لاتينية كبيرة وصغيرة باللون الاسود والابيض,3/3/2033 9:29,8/10/2023 16:15
1444027236,-, SEA CATCH,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,محمد محمد صالح ال سليمان,-,7/5/2023 18:19,المملكة العربية السعودية ,2/16/2023 17:34,"إطار نصف دائري أحمر اللون على شكل سمكة مخططة بخطوط زرقاء اعلاه إطار نصف دائري أحمر اللون مرسوم بداخله حبة جمبري باللونين الأحمر والأزرق
وفي المنتصف عبارة سي كاتش بحروف لاتينية باللونين الأحمر والأزرق .",10/30/2032 17:34,4/12/2023 1:42
1444041778,غمدان,GHAMDAN,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,شركة النعمان إخوان العالمية للتجارة المحدودة,-,9/19/2023 9:19,المملكة العربية السعودية ,6/8/2023 22:49,صوره خلفية بيضاء رسم قصر باللون الذهبي والأبيض وأسفله كلمة غمدان بحروف عربية باللون الأخضر الفاتح وفي الأسفل كلمة غمدان بحروف لاتينية باللون الذهبي وأعلاه كلمة غمدان باللغة العربية باللون الذهبي,2/19/2033 22:49,7/17/2023 17:20
1444028889,-,partner burger fries,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,مؤسسة موارد الهدى لتقديم الوجبات,-,5/8/2023 20:04,المملكة العربية السعودية ,3/1/2023 23:49,"رسم قوسين قوس من الأعلى وقوس من الأسفل على شكل شبة دائرة مفتوحة الجوانب من اليمين ومن اليسار, وبداخلها كلمة بارتنر وبالأسفل كلمتي برجر فرايز.",11/12/2032 23:49,3/9/2023 13:07
1444014307,-,EXAGGEREYES,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,Islestarr Holdings Limited,6/11/2023 14:00,المملكة المتحدة,11/13/2022 13:38, تتكون العلامة التجارية من الكلمة الاتينية ومنطوقها بالعربي إغزاجيرايز مكتوبة بحروف لاتينية كبيرة باللون الاسود,7/27/2032 13:38,3/22/2023 8:34
1444040753,-,UNIVERSE EVENTS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,مؤسسة كون الفعاليات لتنظيم المعارض والمؤتمرات,-,10/4/2023 22:09,المملكة العربية السعودية ,6/3/2023 23:06," في منتصف الشعار توجد كلمة يونيفيرس بالحروف الكبيرة باللون الأرجواني والذي يتميز بالأحرف الكبيرة والعريضة مع تداخل نمط الشفافية الأبيض على حروفه، يعلوه شكل كوكب مع اجرام سماوية حوله بنمط الرسم الكرتوني، يحيط بها من الجهة اليسرى والى أسفل والجهة اليمنى والى أعلى قوسين باللون الرمادي ترمز لمدار ومسار حول كلمة يونيفيرس بالأسفل توجد الكلمة الثانية ايفينتس باللون الرمادي وبحجم وخط أصغر وبالأحرف الكبيرة وبنفس نوع الخط والذي يتميز بالأحرف الكبيرة والعريضة مع تداخل نمط الشفافية الأبيض على حروفه، يتميز الشعار بخلفية ذات لون ابيض. ",2/14/2033 23:06,8/3/2023 14:05
1444043797,-,KINGEPS,علامة مسجلة,لفظية,علامة تجارية ,فئة 1,-,LOYAL-HQ INDUSTRIAL CORP.,11/20/2023 8:07,مقاطعة تايوان الصين,6/22/2023 15:06,كلمة كينجبس بحروف لاتينية باللون الأسود,3/5/2033 15:06,8/27/2023 22:20
1445004680,-,CHEETAH LOGISTICS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة39,شركة الدعم الامثل للخدمات اللوجستية,-,11/17/2023 0:03,المملكة العربية السعودية ,8/21/2023 10:58,بطاقة باللون الأبيض رسم بها رسم مميز يرمز لحيوان الفهد وكتب اسفله بشكل مميز عبارة شيتا لوجستيكس وكتب حرف الإتش بشكل مميز وممتد بنهايته نقطتين والعلامة باللون الأبيض والأسود والذهبي,5/4/2033 10:58,9/17/2023 20:27
1445002432,تطبيق ارض,Earth App,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,شركة الأرض الرقمية لتقنية المعلومات,-,10/29/2023 22:20,المملكة العربية السعودية ,8/9/2023 12:39,عبارة تطبيق ارض بحروف عربية يعلوها عبارة ايرث اب بحروف لاتينية يعلوها رسم هندسي مميز للجزيرة العربية ويتوسطها شكل مربع مقسم والعلامة ككل باللون البنفسجي وتدرجات اللون الازرق على خلفية باللون الابيض,4/22/2033 12:39,8/27/2023 11:45
1444039199,-,OCEAN Burger,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة29,مطعم اوشن برجر لتقديم الوجبات,-,8/2/2023 23:20,المملكة العربية السعودية ,5/23/2023 22:28,كلمة برجر مكتوبة باللغة اللاتينية بشكل مميز تتخلل رسم هندسي لدائرة غير مكتملة من الجانبين تعلوها كلمة اوشن باللغة اللاتينية مكتوبة بشكل مقوس واسفلها خط مقوس وتوجد رسومات مميزة مكرره لبرقر وساندويتش هوت دوغ ومشروب غازي على خلفية البطاقة والعلامة ككل باللون الاحمر والاصفر الفاتح والرمادي.,2/3/2033 22:28,6/1/2023 20:15
1445008788,مؤسسة المتميز الاول للخدمات اللوجستية نقل طرود محلي,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة39,مؤسسة المتميز الاول للخدمات اللوجستية نقل الطرود محلي,-,12/21/2023 22:26,المملكة العربية السعودية ,9/18/2023 11:54,شاحنة باللون الازرق الداكن ملاصقة لخريطة المملكة العربية السعودية باللون الرمادي اسفلها اسم المؤسسة مؤسسة المتميز الاول للخدمات اللوجستية نقل طرود محلي باللون الازرق الداكن,5/31/2033 11:54,10/22/2023 16:07
1445008968,قلنسيا,QALANSA,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة25,شركة قمة النسيج للصناعة,-,12/30/2023 11:06,المملكة العربية السعودية ,9/19/2023 11:47,كلمة باللغة العربية  قلنسيا  باللون الذهبي بخط مميز اسفلها كلمة  قلنسيا  باللغة اللاتينية باللون الذهبي و العلامة بالكامل علي خلفية سوداء.,6/1/2033 11:47,10/30/2023 10:07
1444039716,فامويل,FAMWEL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 7,مركز اللولو (ش.ذ.م.م) ,-,11/20/2023 15:55,الإمارات العربية المتحدة,5/28/2023 11:09,العلامة عبارة عن الكلمة فامويل كتبت بحروف لاتينية كبيرة باللون الابيض وفوقها مكتوب باللغة العربية فامويل باللون الابيض على خلفية باللون الاسود,2/8/2033 11:09,9/10/2023 12:03
1444023134,-,WBJ wagyu burger joint,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركة اللحوم الفاخره لتقديم الوجبات,-,4/18/2023 3:34,المملكة العربية السعودية ,1/17/2023 19:57,خلفية باللون الاحمر بداخلها مكتوب دبليو بي جي بحروف لاتينية بارزة باللون الأبيض أسفلها عبارة واجيو برجر جوينت بحروف لاتينية باللون الأبيض .,9/29/2032 19:57,2/15/2023 13:31
1444006444,ط,sala h,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,شركه شاورمر للاغذيه المحدوده (شركة شخص واحد),-,1/10/2023 20:19,المملكة العربية السعودية ,9/12/2022 8:29,كلمة سلطة تنطق بلفظ عربي مكتوبة بحروف لاتينية متشابكة ما عادا حرف واحد مكتوب باللغة العربية هو حرف الطاء مكتوبة باللون الأسود داخل مستطيل أخضر ,5/25/2032 8:29,11/6/2022 16:01
1445005346,-,HOPE SPA,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,مركز الأمل للاسترخاء,-,11/19/2023 20:02,المملكة العربية السعودية ,8/24/2023 16:17,على خلفية بيضاء كلمة هوب سبا بالحروف اللاتينية وتتميز كلمة هوب بكتابتها بخط مميز باللون الأزرق ويتميز الجزء السفلي من حرف الأو فيها على شكل يدين للداخل وأظافرها بالبني الفاتح وحاملة فوقها ثلاثة أوراق شجر أو زهرة باللون البني الفاتح ويعلوها رسمة ثلاث طبقات من الصخر بأحجام مختلفة باللون الأسود وبداخل كل صخرة منها خط أبيض من الجهة اليسرى وأسفلها كلمة هوب يوجد كلمة سبا متباعدة الأحرف باللون البني الفاتح,5/7/2033 16:17,9/20/2023 14:02
1444030682,جوفيار,joviar,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,عناد خالد بن سعدي القرشى,-,6/6/2023 22:24,المملكة العربية السعودية ,3/15/2023 13:20, رسم متوازايان في طرفهما الاعلى منحنيان بحيث تتقاطع بالون الأخضر الغامق على شكل الأرجيلة العربية واسفل المتوازيان ثلاثة زوايا غير حادة لكلا منهما وبعد الزاوية الثانية قوس وينتهي المتوازيان بطرفان أخرهما على شكل المستخدم في الارجيلة العربية باللون البني الفاتح واسفلهم رسم مثلث دائري المنطقة بزاوية حادة واحدة في اعلاه باللون البني الفاتح  وبالاسفل كلمه  جوفيار بحروف عربيه ولاتينيه  باللون الأخضر الغامق و البني الفاتح,11/26/2032 13:20,4/5/2023 20:19
1444041588,-,PLENEXOS,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Bayer Aktiengesellschaft,9/7/2023 17:35,ألمانيا,6/8/2023 8:45,كلمة  بلينيكسوس بحروف لاتينية. ,2/19/2033 8:45,7/3/2023 13:11
1444033189,-,FAZOLI S,علامة مسجلة,لفظية,علامة تجارية ,فئة43,-,"Fazoli s System Management, LLC ",7/31/2023 13:34,الولايات المتحدة الأمريكية,4/4/2023 10:41,كلمة فازوليز مكتوبة بأحرف لاتينية عادية,12/16/2032 10:41,5/2/2023 17:21
1444010506,-,NEUROMIND,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Vitabiotics Ltd,2/3/2023 12:54,المملكة المتحدة,10/13/2022 12:35,الكلمة نيورومايند كتبت بأحرف لاتينية.,6/25/2032 12:35,11/14/2022 10:18
1444027387,-,LASHIFY,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,"Lashify, Inc.",5/24/2023 15:11,الولايات المتحدة الأمريكية,2/19/2023 12:54,كلمة لاشيفاي بحروف لاتينية,11/2/2032 12:54,3/20/2023 12:51
1444041676,-,iFLYTEK,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,"IFLYTEK CO., LTD.",10/5/2023 22:44,الصين,6/8/2023 13:48,كلمة إفليتك بحروف لاتينية باللون الأسود بشكل مميز,2/19/2033 13:48,7/12/2023 18:12
1444042046,-,Velomaxto,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Glenmark  Pharmaceuticals Ltd.,10/11/2023 17:10,الهند,6/12/2023 8:53,كلمة فيلوماكستو بحروف لاتينية باللون الأسود وبخط عريض ,2/23/2033 8:53,7/17/2023 9:40
1444019722,-, NOAH Noah Perfumes,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 3,مؤسسة عطر نوح للعطور,-,3/10/2023 1:54,المملكة العربية السعودية ,12/22/2022 21:34, مجموعة من الحروف الأبجدية اللاتينية باللون البنفسجي نوح نوح بيرفيومس و أعلاه رسم لقنينه عطر بداخلها رسم لعجله قيادة سفينه و مرساه باللون البنفسجي والخلفية بيضاء .,9/4/2032 21:34,1/8/2023 19:22
