Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2005;;MAR;Total POS :  Sales (In Thousand Riyals);2348416.0;MAR 2005;2005-03-01
Monthly;2005;;JUN;Total POS :  Sales (In Thousand Riyals);2807120.0;JUN 2005;2005-06-01
Monthly;2006;;FEB;Total POS :  Sales (In Thousand Riyals);2459170.0;FEB 2006;2006-02-01
Monthly;2006;;MAR;Total POS :  Sales (In Thousand Riyals);2734518.0;MAR 2006;2006-03-01
Monthly;2006;;DEC;Total POS :  Sales (In Thousand Riyals);2475680.0;DEC 2006;2006-12-01
Monthly;2007;;JAN;Total POS :  Sales (In Thousand Riyals);2578521.0;JAN 2007;2007-01-01
Monthly;2007;;MAR;Total POS :  Sales (In Thousand Riyals);3120401.0;MAR 2007;2007-03-01
Monthly;2007;;SEP;Total POS :  Sales (In Thousand Riyals);3396048.0;SEP 2007;2007-09-01
Monthly;2007;;DEC;Total POS :  Sales (In Thousand Riyals);3529473.0;DEC 2007;2007-12-01
Monthly;2008;;NOV;Total POS :  Sales (In Thousand Riyals);4145784.0;NOV 2008;2008-11-01
Monthly;2008;;DEC;Total POS :  Sales (In Thousand Riyals);3786602.0;DEC 2008;2008-12-01
Monthly;2009;;MAR;Total POS :  Sales (In Thousand Riyals);4761912.0;MAR 2009;2009-03-01
Monthly;2009;;APR;Total POS :  Sales (In Thousand Riyals);4863755.0;APR 2009;2009-04-01
Monthly;2009;;MAY;Total POS :  Sales (In Thousand Riyals);4555793.0;MAY 2009;2009-05-01
Monthly;2009;;JUN;Total POS :  Sales (In Thousand Riyals);4552092.0;JUN 2009;2009-06-01
Monthly;2009;;JUL;Total POS :  Sales (In Thousand Riyals);5220938.0;JUL 2009;2009-07-01
Monthly;2009;;OCT;Total POS :  Sales (In Thousand Riyals);4867427.0;OCT 2009;2009-10-01
Monthly;2010;;JAN;Total POS :  Sales (In Thousand Riyals);5079858.0;JAN 2010;2010-01-01
Monthly;2010;;MAR;Total POS :  Sales (In Thousand Riyals);5865807.0;MAR 2010;2010-03-01
Monthly;2010;;APR;Total POS :  Sales (In Thousand Riyals);5777934.0;APR 2010;2010-04-01
Monthly;2010;;JUL;Total POS :  Sales (In Thousand Riyals);6763225.0;JUL 2010;2010-07-01
Monthly;2010;;SEP;Total POS :  Sales (In Thousand Riyals);5558229.0;SEP 2010;2010-09-01
Monthly;2011;;JAN;Total POS :  Sales (In Thousand Riyals);6513502.0;JAN 2011;2011-01-01
Monthly;2011;;MAR;Total POS :  Sales (In Thousand Riyals);7718478.0;MAR 2011;2011-03-01
Monthly;2011;;JUN;Total POS :  Sales (In Thousand Riyals);9167759.0;JUN 2011;2011-06-01
Monthly;2011;;OCT;Total POS :  Sales (In Thousand Riyals);8937940.0;OCT 2011;2011-10-01
Monthly;2012;;FEB;Total POS :  Sales (In Thousand Riyals);8916097.0;FEB 2012;2012-02-01
Monthly;2013;;FEB;Total POS :  Sales (In Thousand Riyals);9949796.4;FEB 2013;2013-02-01
Monthly;2013;;AUG;Total POS :  Sales (In Thousand Riyals);10067428.639;AUG 2013;2013-08-01
Monthly;2013;;NOV;Total POS :  Sales (In Thousand Riyals);10212571.491;NOV 2013;2013-11-01
Monthly;2014;;AUG;Total POS :  Sales (In Thousand Riyals);12683193.983;AUG 2014;2014-08-01
Monthly;2015;;FEB;Total POS :  Sales (In Thousand Riyals);15352750.688;FEB 2015;2015-02-01
Monthly;2015;;MAR;Total POS :  Sales (In Thousand Riyals);15401083.041;MAR 2015;2015-03-01
Monthly;2015;;JUN;Total POS :  Sales (In Thousand Riyals);16063976.285;JUN 2015;2015-06-01
Monthly;2016;;FEB;Total POS :  Sales (In Thousand Riyals);13478708.063;FEB 2016;2016-02-01
Monthly;2016;;MAR;Total POS :  Sales (In Thousand Riyals);15364729.433;MAR 2016;2016-03-01
Monthly;2016;;JUN;Total POS :  Sales (In Thousand Riyals);18212899.301;JUN 2016;2016-06-01
Monthly;2016;;AUG;Total POS :  Sales (In Thousand Riyals);15324002.258;AUG 2016;2016-08-01
Monthly;2017;;JUL;Total POS :  Sales (In Thousand Riyals);15304211.36;JUL 2017;2017-07-01
Monthly;2017;;AUG;Total POS :  Sales (In Thousand Riyals);16909260.353;AUG 2017;2017-08-01
Monthly;2017;;DEC;Total POS :  Sales (In Thousand Riyals);20217022.0;DEC 2017;2017-12-01
Monthly;2019;;OCT;Total POS :  Sales (In Thousand Riyals);25117701.025;OCT 2019;2019-10-01
Monthly;2019;;DEC;Total POS :  Sales (In Thousand Riyals);27931981.25;DEC 2019;2019-12-01
Monthly;2020;;SEP;Total POS :  Sales (In Thousand Riyals);33214672.62;SEP 2020;2020-09-01
Monthly;2020;;NOV;Total POS :  Sales (In Thousand Riyals);34263994.192;NOV 2020;2020-11-01
Monthly;2021;;FEB;Total POS :  Sales (In Thousand Riyals);31051354.4345456;FEB 2021;2021-02-01
Monthly;2021;;MAR;Total POS :  Sales (In Thousand Riyals);40839506.8250921;MAR 2021;2021-03-01
Monthly;2022;;FEB;Total POS :  Sales (In Thousand Riyals);38882211.3124561;FEB 2022;2022-02-01
Monthly;2022;;MAR;Total POS :  Sales (In Thousand Riyals);50997064.379;MAR 2022;2022-03-01
Monthly;2023;;DEC;Total POS :  Sales (In Thousand Riyals);54228803.1133406;DEC 2023;2023-12-01
Monthly;2024;;JUL;Total POS :  Sales (In Thousand Riyals);54123020.86116;JUL 2024;2024-07-01
Monthly;2024;;OCT;Total POS :  Sales (In Thousand Riyals);55740894.69522;OCT 2024;2024-10-01
Monthly;2025;;FEB;Total POS :  Sales (In Thousand Riyals);57871765.99948;FEB 2025;2025-02-01
Monthly;2025;;JUN;Total POS :  Sales (In Thousand Riyals);53980536.22983;JUN 2025;2025-06-01
Monthly;2025;;DEC;Total POS :  Sales (In Thousand Riyals);61135041.78303;DEC 2025;2025-12-01
Monthly;1995;;APR;Total POS :  Number of Transactions;305109.0;APR 1995;1995-04-01
Monthly;1995;;AUG;Total POS :  Number of Transactions;381367.0;AUG 1995;1995-08-01
Monthly;1996;;JAN;Total POS :  Number of Transactions;543177.0;JAN 1996;1996-01-01
Monthly;1996;;FEB;Total POS :  Number of Transactions;535613.0;FEB 1996;1996-02-01
Monthly;1996;;NOV;Total POS :  Number of Transactions;620710.0;NOV 1996;1996-11-01
Monthly;1997;;JAN;Total POS :  Number of Transactions;712411.0;JAN 1997;1997-01-01
Monthly;1997;;NOV;Total POS :  Number of Transactions;778945.0;NOV 1997;1997-11-01
Monthly;1997;;DEC;Total POS :  Number of Transactions;884998.0;DEC 1997;1997-12-01
Monthly;1998;;JAN;Total POS :  Number of Transactions;919597.0;JAN 1998;1998-01-01
Monthly;1998;;JUL;Total POS :  Number of Transactions;899221.0;JUL 1998;1998-07-01
Monthly;1999;;FEB;Total POS :  Number of Transactions;938585.0;FEB 1999;1999-02-01
Monthly;1999;;MAR;Total POS :  Number of Transactions;1133155.0;MAR 1999;1999-03-01
Monthly;2000;;OCT;Total POS :  Number of Transactions;1661476.0;OCT 2000;2000-10-01
Monthly;2001;;OCT;Total POS :  Number of Transactions;2268695.0;OCT 2001;2001-10-01
Monthly;2002;;APR;Total POS :  Number of Transactions;2542464.0;APR 2002;2002-04-01
Monthly;2002;;MAY;Total POS :  Number of Transactions;2769404.0;MAY 2002;2002-05-01
Monthly;2002;;JUN;Total POS :  Number of Transactions;2787512.0;JUN 2002;2002-06-01
Monthly;2002;;OCT;Total POS :  Number of Transactions;3252912.0;OCT 2002;2002-10-01
Monthly;2002;;DEC;Total POS :  Number of Transactions;2958351.0;DEC 2002;2002-12-01
Monthly;2004;;NOV;Total POS :  Number of Transactions;4758656.0;NOV 2004;2004-11-01
Monthly;2006;;JUN;Total POS :  Number of Transactions;7090640.0;JUN 2006;2006-06-01
Monthly;2007;;AUG;Total POS :  Number of Transactions;8725316.0;AUG 2007;2007-08-01
Monthly;2008;;MAR;Total POS :  Number of Transactions;10410106.0;MAR 2008;2008-03-01
Monthly;2008;;APR;Total POS :  Number of Transactions;10205026.0;APR 2008;2008-04-01
Monthly;2008;;JUL;Total POS :  Number of Transactions;11146441.0;JUL 2008;2008-07-01
Monthly;2009;;JUN;Total POS :  Number of Transactions;9634797.0;JUN 2009;2009-06-01
Monthly;2010;;APR;Total POS :  Number of Transactions;12066711.0;APR 2010;2010-04-01
Monthly;2010;;JUN;Total POS :  Number of Transactions;12923097.0;JUN 2010;2010-06-01
Monthly;2010;;DEC;Total POS :  Number of Transactions;13853125.0;DEC 2010;2010-12-01
Monthly;2011;;JAN;Total POS :  Number of Transactions;13911148.0;JAN 2011;2011-01-01
Monthly;2011;;MAY;Total POS :  Number of Transactions;16249618.0;MAY 2011;2011-05-01
Monthly;2011;;JUN;Total POS :  Number of Transactions;16372919.0;JUN 2011;2011-06-01
Monthly;2011;;AUG;Total POS :  Number of Transactions;17029694.0;AUG 2011;2011-08-01
Monthly;2012;;MAR;Total POS :  Number of Transactions;19397579.0;MAR 2012;2012-03-01
Monthly;2012;;NOV;Total POS :  Number of Transactions;19707631.0;NOV 2012;2012-11-01
Monthly;2013;;APR;Total POS :  Number of Transactions;20493585.0;APR 2013;2013-04-01
Monthly;2014;;APR;Total POS :  Number of Transactions;25737435.0;APR 2014;2014-04-01
Monthly;2014;;MAY;Total POS :  Number of Transactions;28280307.0;MAY 2014;2014-05-01
Monthly;2014;;AUG;Total POS :  Number of Transactions;25549767.0;AUG 2014;2014-08-01
Monthly;2015;;JAN;Total POS :  Number of Transactions;32156481.0;JAN 2015;2015-01-01
Monthly;2015;;FEB;Total POS :  Number of Transactions;29603197.0;FEB 2015;2015-02-01
Monthly;2015;;APR;Total POS :  Number of Transactions;30356911.0;APR 2015;2015-04-01
Monthly;2015;;AUG;Total POS :  Number of Transactions;32860434.0;AUG 2015;2015-08-01
Monthly;2016;;AUG;Total POS :  Number of Transactions;44259330.0;AUG 2016;2016-08-01
Monthly;2016;;SEP;Total POS :  Number of Transactions;43062221.0;SEP 2016;2016-09-01
Monthly;2017;;MAR;Total POS :  Number of Transactions;55266126.0;MAR 2017;2017-03-01
Monthly;2018;;FEB;Total POS :  Number of Transactions;67726393.0;FEB 2018;2018-02-01
Monthly;2018;;JUL;Total POS :  Number of Transactions;85535661.0;JUL 2018;2018-07-01
Monthly;2018;;SEP;Total POS :  Number of Transactions;88534028.0;SEP 2018;2018-09-01
Monthly;2018;;OCT;Total POS :  Number of Transactions;95900178.0;OCT 2018;2018-10-01
Monthly;2018;;NOV;Total POS :  Number of Transactions;98443013.0;NOV 2018;2018-11-01
Monthly;2019;;JAN;Total POS :  Number of Transactions;106357197.0;JAN 2019;2019-01-01
Monthly;2019;;AUG;Total POS :  Number of Transactions;138025343.0;AUG 2019;2019-08-01
Monthly;2019;;OCT;Total POS :  Number of Transactions;164206298.0;OCT 2019;2019-10-01
Monthly;2021;;SEP;Total POS :  Number of Transactions;468901582.0;SEP 2021;2021-09-01
Monthly;2021;;OCT;Total POS :  Number of Transactions;495077645.0;OCT 2021;2021-10-01
Monthly;2022;;MAY;Total POS :  Number of Transactions;572909598.0;MAY 2022;2022-05-01
Monthly;2022;;JUL;Total POS :  Number of Transactions;611498426.0;JUL 2022;2022-07-01
Monthly;2024;;MAR;Total POS :  Number of Transactions;809436464.0;MAR 2024;2024-03-01
Monthly;2024;;MAY;Total POS :  Number of Transactions;894485833.0;MAY 2024;2024-05-01
Monthly;2024;;AUG;Total POS :  Number of Transactions;899230567.0;AUG 2024;2024-08-01
Monthly;2024;;OCT;Total POS :  Number of Transactions;923068452.0;OCT 2024;2024-10-01
Monthly;2025;;OCT;Total POS :  Number of Transactions;1037514334.0;OCT 2025;2025-10-01
Monthly;1995;;JAN;Total POS :  Number of Points of Sale Terminals;10400.0;JAN 1995;1995-01-01
Monthly;1995;;APR;Total POS :  Number of Points of Sale Terminals;11471.0;APR 1995;1995-04-01
Monthly;1995;;MAY;Total POS :  Number of Points of Sale Terminals;11807.0;MAY 1995;1995-05-01
Monthly;1995;;OCT;Total POS :  Number of Points of Sale Terminals;13504.0;OCT 1995;1995-10-01
Monthly;1996;;APR;Total POS :  Number of Points of Sale Terminals;14511.0;APR 1996;1996-04-01
Monthly;1996;;JUN;Total POS :  Number of Points of Sale Terminals;15007.0;JUN 1996;1996-06-01
Monthly;1997;;MAY;Total POS :  Number of Points of Sale Terminals;15968.0;MAY 1997;1997-05-01
Monthly;1997;;SEP;Total POS :  Number of Points of Sale Terminals;15997.0;SEP 1997;1997-09-01
Monthly;1998;;JAN;Total POS :  Number of Points of Sale Terminals;15831.0;JAN 1998;1998-01-01
Monthly;1998;;APR;Total POS :  Number of Points of Sale Terminals;15891.0;APR 1998;1998-04-01
Monthly;1998;;JUL;Total POS :  Number of Points of Sale Terminals;15932.0;JUL 1998;1998-07-01
Monthly;2000;;MAR;Total POS :  Number of Points of Sale Terminals;16785.0;MAR 2000;2000-03-01
Monthly;2000;;APR;Total POS :  Number of Points of Sale Terminals;16758.0;APR 2000;2000-04-01
Monthly;2000;;MAY;Total POS :  Number of Points of Sale Terminals;17286.0;MAY 2000;2000-05-01
Monthly;2001;;SEP;Total POS :  Number of Points of Sale Terminals;20423.0;SEP 2001;2001-09-01
Monthly;2002;;MAR;Total POS :  Number of Points of Sale Terminals;22223.0;MAR 2002;2002-03-01
Monthly;2002;;JUN;Total POS :  Number of Points of Sale Terminals;22950.0;JUN 2002;2002-06-01
Monthly;2002;;AUG;Total POS :  Number of Points of Sale Terminals;23631.0;AUG 2002;2002-08-01
Monthly;2004;;JAN;Total POS :  Number of Points of Sale Terminals;29304.0;JAN 2004;2004-01-01
Monthly;2005;;JUL;Total POS :  Number of Points of Sale Terminals;40574.0;JUL 2005;2005-07-01
Monthly;2006;;FEB;Total POS :  Number of Points of Sale Terminals;45942.0;FEB 2006;2006-02-01
Monthly;2006;;MAR;Total POS :  Number of Points of Sale Terminals;46311.0;MAR 2006;2006-03-01
Monthly;2006;;SEP;Total POS :  Number of Points of Sale Terminals;51863.0;SEP 2006;2006-09-01
Monthly;2006;;DEC;Total POS :  Number of Points of Sale Terminals;52784.0;DEC 2006;2006-12-01
Monthly;2007;;MAY;Total POS :  Number of Points of Sale Terminals;56607.0;MAY 2007;2007-05-01
Monthly;2007;;JUN;Total POS :  Number of Points of Sale Terminals;57520.0;JUN 2007;2007-06-01
Monthly;2007;;JUL;Total POS :  Number of Points of Sale Terminals;58357.0;JUL 2007;2007-07-01
Monthly;2008;;FEB;Total POS :  Number of Points of Sale Terminals;63048.0;FEB 2008;2008-02-01
Monthly;2008;;MAR;Total POS :  Number of Points of Sale Terminals;63870.0;MAR 2008;2008-03-01
Monthly;2008;;SEP;Total POS :  Number of Points of Sale Terminals;70848.0;SEP 2008;2008-09-01
Monthly;2009;;JAN;Total POS :  Number of Points of Sale Terminals;73347.0;JAN 2009;2009-01-01
Monthly;2009;;AUG;Total POS :  Number of Points of Sale Terminals;76104.0;AUG 2009;2009-08-01
Monthly;2010;;JAN;Total POS :  Number of Points of Sale Terminals;71707.0;JAN 2010;2010-01-01
Monthly;2010;;JUN;Total POS :  Number of Points of Sale Terminals;73855.0;JUN 2010;2010-06-01
Monthly;2011;;JAN;Total POS :  Number of Points of Sale Terminals;80964.0;JAN 2011;2011-01-01
Monthly;2012;;JAN;Total POS :  Number of Points of Sale Terminals;83356.0;JAN 2012;2012-01-01
Monthly;2012;;JUN;Total POS :  Number of Points of Sale Terminals;87181.0;JUN 2012;2012-06-01
Monthly;2012;;JUL;Total POS :  Number of Points of Sale Terminals;88503.0;JUL 2012;2012-07-01
Monthly;2012;;SEP;Total POS :  Number of Points of Sale Terminals;90152.0;SEP 2012;2012-09-01
Monthly;2013;;MAY;Total POS :  Number of Points of Sale Terminals;98818.0;MAY 2013;2013-05-01
Monthly;2013;;AUG;Total POS :  Number of Points of Sale Terminals;103212.0;AUG 2013;2013-08-01
Monthly;2013;;SEP;Total POS :  Number of Points of Sale Terminals;104474.0;SEP 2013;2013-09-01
Monthly;2014;;SEP;Total POS :  Number of Points of Sale Terminals;127939.0;SEP 2014;2014-09-01
Monthly;2015;;JAN;Total POS :  Number of Points of Sale Terminals;143515.0;JAN 2015;2015-01-01
Monthly;2015;;FEB;Total POS :  Number of Points of Sale Terminals;148565.0;FEB 2015;2015-02-01
Monthly;2015;;JUL;Total POS :  Number of Points of Sale Terminals;181351.0;JUL 2015;2015-07-01
Monthly;2016;;FEB;Total POS :  Number of Points of Sale Terminals;239585.0;FEB 2016;2016-02-01
Monthly;2016;;APR;Total POS :  Number of Points of Sale Terminals;255874.0;APR 2016;2016-04-01
Monthly;2016;;MAY;Total POS :  Number of Points of Sale Terminals;259060.0;MAY 2016;2016-05-01
Monthly;2016;;JUN;Total POS :  Number of Points of Sale Terminals;258293.0;JUN 2016;2016-06-01
Monthly;2017;;FEB;Total POS :  Number of Points of Sale Terminals;286475.0;FEB 2017;2017-02-01
Monthly;2017;;APR;Total POS :  Number of Points of Sale Terminals;294140.0;APR 2017;2017-04-01
Monthly;2017;;OCT;Total POS :  Number of Points of Sale Terminals;300905.0;OCT 2017;2017-10-01
Monthly;2018;;JAN;Total POS :  Number of Points of Sale Terminals;307464.0;JAN 2018;2018-01-01
Monthly;2018;;JUL;Total POS :  Number of Points of Sale Terminals;327779.0;JUL 2018;2018-07-01
Monthly;2018;;OCT;Total POS :  Number of Points of Sale Terminals;342575.0;OCT 2018;2018-10-01
Monthly;2018;;NOV;Total POS :  Number of Points of Sale Terminals;348491.0;NOV 2018;2018-11-01
Monthly;2019;;MAR;Total POS :  Number of Points of Sale Terminals;368744.0;MAR 2019;2019-03-01
Monthly;2019;;OCT;Total POS :  Number of Points of Sale Terminals;421897.0;OCT 2019;2019-10-01
Monthly;2020;;MAY;Total POS :  Number of Points of Sale Terminals;505093.0;MAY 2020;2020-05-01
Monthly;2021;;AUG;Total POS :  Number of Points of Sale Terminals;879522.0;AUG 2021;2021-08-01
Monthly;2022;;MAR;Total POS :  Number of Points of Sale Terminals;1136469.0;MAR 2022;2022-03-01
Monthly;2022;;APR;Total POS :  Number of Points of Sale Terminals;1163579.0;APR 2022;2022-04-01
Monthly;2023;;FEB;Total POS :  Number of Points of Sale Terminals;1513763.0;FEB 2023;2023-02-01
Monthly;2023;;APR;Total POS :  Number of Points of Sale Terminals;1591125.0;APR 2023;2023-04-01
Monthly;2023;;SEP;Total POS :  Number of Points of Sale Terminals;1691163.0;SEP 2023;2023-09-01
Monthly;2023;;NOV;Total POS :  Number of Points of Sale Terminals;1736909.0;NOV 2023;2023-11-01
Monthly;2024;;FEB;Total POS :  Number of Points of Sale Terminals;1774526.0;FEB 2024;2024-02-01
Monthly;2024;;APR;Total POS :  Number of Points of Sale Terminals;1795381.0;APR 2024;2024-04-01
Monthly;2024;;AUG;Total POS :  Number of Points of Sale Terminals;1857008.0;AUG 2024;2024-08-01
Monthly;2024;;OCT;Total POS :  Number of Points of Sale Terminals;1926451.0;OCT 2024;2024-10-01
Monthly;2024;;NOV;Total POS :  Number of Points of Sale Terminals;1953091.0;NOV 2024;2024-11-01
Monthly;2025;;JUN;Total POS :  Number of Points of Sale Terminals;2130219.0;JUN 2025;2025-06-01
Monthly;2026;;FEB;Total POS :  Number of Points of Sale Terminals;2381028.0;FEB 2026;2026-02-01
Monthly;2019;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;996368.0;FEB 2019;2019-02-01
Monthly;2019;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;4030541.0;MAR 2019;2019-03-01
Monthly;2019;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;4525809.0;MAY 2019;2019-05-01
Monthly;2019;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;12145188.0;SEP 2019;2019-09-01
Monthly;2020;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;45847062.0;JUN 2020;2020-06-01
Monthly;2020;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;72212227.0;SEP 2020;2020-09-01
Monthly;2020;;DEC;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;97787488.0;DEC 2020;2020-12-01
Monthly;2021;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;116887606.0;APR 2021;2021-04-01
Monthly;2021;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;135773390.0;MAY 2021;2021-05-01
Monthly;2022;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;213259300.0;APR 2022;2022-04-01
Monthly;2023;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;280415987.0;FEB 2023;2023-02-01
Monthly;2023;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;357711546.0;AUG 2023;2023-08-01
Monthly;2024;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;485752083.0;OCT 2024;2024-10-01
Monthly;2024;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;474453464.0;NOV 2024;2024-11-01
Monthly;2025;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;494244288.0;JAN 2025;2025-01-01
Monthly;2025;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;472356511.0;MAR 2025;2025-03-01
Monthly;2025;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;500458920.0;JUN 2025;2025-06-01
Monthly;2025;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;541332191.0;JUL 2025;2025-07-01
Monthly;2025;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;552938642.0;AUG 2025;2025-08-01
Monthly;2026;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;516368656.0;FEB 2026;2026-02-01
Monthly;2020;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;116599656.0;JAN 2020;2020-01-01
Monthly;2020;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;115784637.0;FEB 2020;2020-02-01
Monthly;2020;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;109784079.0;MAY 2020;2020-05-01
Monthly;2021;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;258251108.0;JUN 2021;2021-06-01
Monthly;2021;;AUG;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;272970493.0;AUG 2021;2021-08-01
Monthly;2021;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;271177107.0;SEP 2021;2021-09-01
Monthly;2022;;FEB;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;276626969.0;FEB 2022;2022-02-01
Monthly;2022;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;298658598.0;APR 2022;2022-04-01
Monthly;2022;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;332206596.0;JUN 2022;2022-06-01
Monthly;2022;;SEP;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;344092872.0;SEP 2022;2022-09-01
Monthly;2023;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;384069948.0;MAY 2023;2023-05-01
Monthly;2024;;JAN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;374696799.0;JAN 2024;2024-01-01
Monthly;2024;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;378340576.0;JUL 2024;2024-07-01
Monthly;2025;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;370923553.0;APR 2025;2025-04-01
Monthly;2025;;MAY;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;413048775.0;MAY 2025;2025-05-01
Monthly;2025;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Cards Transactions;428967881.0;OCT 2025;2025-10-01
Monthly;2019;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;74727.984;FEB 2019;2019-02-01
Monthly;2020;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;2581251.486;MAR 2020;2020-03-01
Monthly;2020;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;5334669.239;AUG 2020;2020-08-01
Monthly;2020;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;6938454.22838;NOV 2020;2020-11-01
Monthly;2020;;DEC;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;8027175.851;DEC 2020;2020-12-01
Monthly;2021;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;9852309.08931095;MAR 2021;2021-03-01
Monthly;2021;;DEC;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;13685121.799223;DEC 2021;2021-12-01
Monthly;2022;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;12494298.0069325;FEB 2022;2022-02-01
Monthly;2022;;JUN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;15069956.5393838;JUN 2022;2022-06-01
Monthly;2022;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;16238396.9358669;NOV 2022;2022-11-01
Monthly;2023;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;17987588.997;JUL 2023;2023-07-01
Monthly;2024;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;24380951.1346755;FEB 2024;2024-02-01
Monthly;2024;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;27604458.2942264;MAR 2024;2024-03-01
Monthly;2025;;FEB;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;28174018.8326252;FEB 2025;2025-02-01
Monthly;2025;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;30365772.1734166;NOV 2025;2025-11-01
Monthly;2026;;JAN;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Mobile;32913581.9165764;JAN 2026;2026-01-01
Monthly;2019;;OCT;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;10499715.879;OCT 2019;2019-10-01
Monthly;2020;;JUL;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;20227731.805;JUL 2020;2020-07-01
Monthly;2020;;AUG;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;19972589.218;AUG 2020;2020-08-01
Monthly;2020;;NOV;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;22319859.678;NOV 2020;2020-11-01
Monthly;2021;;MAR;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;26647181.879299;MAR 2021;2021-03-01
Monthly;2021;;SEP;POS Transactions Using Near Field Communication Technology : Sales (In Thousand Riyals) :  Sales Using Cards;24950545.3365584;SEP 2021;2021-09-01
